trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date,peak_r,mae_r,tp_reason,structure_alignment_tf,structure_alignment_last_pivot_type
a1a494da-0b69-4d52-a438-5f7c085200d9,2025-08-18 13:34:00+00:00,2025-08-18 13:52:00+00:00,2025-08-18,2025-08,QQQ,Engulfing_Bar_V056,LONG,SCALP,B,577.555,575.922445,575.922445,578.6651373999999,86.0,18.0,0.02,-202.17972999999236,2000.0,-0.10108986499999618,2,-0.20217972999999237,-0.20217972999999237,loss,SL,ny,ny_open,0.0,B,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.027564155572140116,-1.019873756167513,fixed_rr,,
71fa7f7a-d11c-4b99-be59-9a0a0f4380c1,2025-08-18 13:34:00+00:00,2025-08-18 15:34:00+00:00,2025-08-18,2025-08,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,643.3999,642.7293,630.531902,652.15013864,155.0,120.0,0.02,-226.07300000000555,2000.0,-0.11303650000000277,2,-0.22607300000000555,-0.4282527299999979,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.041583780165332686,-0.08547561166857835,fixed_rr,,
5fe16f38-f013-4ded-b0fc-98dc1456b9f0,2025-08-19 13:34:00+00:00,2025-08-19 14:43:00+00:00,2025-08-19,2025-08,QQQ,Engulfing_Bar_V056,SHORT,SCALP,A+,574.09,572.0506188,577.0890899999999,572.0506188,172.0,69.0,0.02,229.96356639999652,1000.0,0.22996356639999652,2,0.22996356639999652,-0.1982891636000014,win,TP1,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.7335558452731034,-0.5034860574374348,fixed_rr,,
21992661-8b78-445f-9bf4-6edaa48cf7fe,2025-08-19 13:34:00+00:00,2025-08-19 15:34:00+00:00,2025-08-19,2025-08,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,642.16,641.85,629.3168,650.893376,77.0,120.0,0.02,-85.4399999999958,1000.0,-0.08543999999999581,2,-0.08543999999999581,-0.2837291635999972,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.1514420082222535,-0.13158714339105035,fixed_rr,,
51dca25f-afd4-49e5-8925-5b556909ff03,2025-08-20 13:34:00+00:00,2025-08-20 13:42:00+00:00,2025-08-20,2025-08,QQQ,Engulfing_Bar_V056,SHORT,SCALP,A+,566.95,566.4317375,568.19695,566.102074,175.0,8.0,0.02,-30.834062500001465,1000.0,-0.030834062500001466,2,-0.030834062500001466,-0.3145632260999987,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.6656241228598268,-0.617506716387987,fixed_rr,,
839e1072-6775-4a43-82fd-97268a1772ac,2025-08-20 13:34:00+00:00,2025-08-20 15:34:00+00:00,2025-08-20,2025-08,SPY,Engulfing_Bar_V056,LONG,SCALP,A+,638.765,636.75,625.9897,647.452204,78.0,120.0,0.02,-219.11999999999892,1000.0,-0.21911999999999893,2,-0.21911999999999893,-0.5336832260999976,loss,time_stop,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.02543971570139606,-0.4551752209341412,fixed_rr,,
9e526824-45bc-40d6-bc96-9063443e66ff,2025-08-21 15:04:00+00:00,2025-08-21 15:11:00+00:00,2025-08-21,2025-08,QQQ,Engulfing_Bar_V056,SHORT,SCALP,B,564.9,564.1317359999999,566.0298,564.1317359999999,87.0,7.0,0.02,5.64896800000389,1000.0,0.00564896800000389,2,0.00564896800000389,-0.5280342580999937,win,TP1,ny,none,0.0,B,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,565.08,562.88,2.2000000000000455,SHORT,15.0,2025-08-21,0.9028146574614451,-0.20357585413348284,fixed_rr,,
e2f6a155-8431-45da-bfae-159c1072c0d8,2025-08-21 14:59:00+00:00,2025-08-21 15:14:00+00:00,2025-08-21,2025-08,QQQ,Engulfing_Bar_V056,SHORT,SCALP,A+,565.2,563.2783200000001,568.026,563.2783200000001,175.0,15.0,0.02,215.26399999998668,1000.0,0.2152639999999867,2,0.2152639999999867,-0.312770258100007,win,TP1,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,565.08,562.88,2.2000000000000455,SHORT,15.0,2025-08-21,0.7324840764331625,-0.15215852795469353,fixed_rr,,
244e38fc-f86e-4ac1-a44d-b4abf42993a4,2025-08-22 13:34:00+00:00,2025-08-22 13:40:00+00:00,2025-08-22,2025-08,SPY,Engulfing_Bar_V056,SHORT,SCALP,A+,637.67,638.94534,638.94534,636.8027688,155.0,6.0,0.02,-318.9277000000044,1000.0,-0.31892770000000437,2,-0.31892770000000437,-0.6316979581000114,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.06272837047369757,-1.011494973889354,fixed_rr,,
cad6883a-7d5c-42f2-ae64-5147e3455cf3,2025-08-22 13:34:00+00:00,2025-08-22 13:40:00+00:00,2025-08-22,2025-08,QQQ,Engulfing_Bar_V056,SHORT,SCALP,A+,563.865,565.413865,565.413865,562.8117718,176.0,6.0,0.02,-394.3802399999961,1000.0,-0.3943802399999961,2,-0.3943802399999961,-1.0260781981000076,loss,SL,ny,ny_open,1.0,A+,"{'A_plus': 0.5, 'A': 0.01, 'B': 0.0}",0-1,,,,,,,0.06779157641241793,-1.0435383329083212,fixed_rr,,
