trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason
6c062146-46b4-478e-8217-6814582b9be0,2025-11-11 11:16:00-05:00,2025-11-11 11:16:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,618.6996044921875,621.8132025146484,621.8132025146484,609.4388104248047,121.0,0.0,0.02,-376.7453607177696,2000.0,-0.1883726803588848,2,-0.3767453607177696,-0.3767453607177696,loss,SL
5c559aa8-cca1-451b-9c84-f1b35dd90907,2025-11-11 11:15:00-05:00,2025-11-11 11:15:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,618.7799877929688,621.8939877319335,621.8939877319335,609.5179879760744,121.0,0.0,0.02,-376.7939926147351,2000.0,-0.18839699630736753,2,-0.37679399261473506,-0.7535393533325047,loss,SL
aa9647cf-4118-45c5-a7b7-5327ef6a4a7b,2025-11-11 11:17:00-05:00,2025-11-11 11:17:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,618.7350048828125,621.8487799072265,621.8487799072265,609.4736798095706,121.0,0.0,0.02,-376.7667779540867,2000.0,-0.18838338897704335,2,-0.3767667779540867,-1.1303061312865914,loss,SL
6440a142-c7f6-422c-8e19-9f8d2474a6b7,2025-11-11 11:18:00-05:00,2025-11-11 11:18:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,618.9950146484375,622.1100897216796,622.1100897216796,609.7297894287111,121.0,0.0,0.02,-376.92408386229533,2000.0,-0.18846204193114766,2,-0.3769240838622953,-1.5072302151488868,loss,SL
465e2b99-a528-4684-99ba-564dfd9c3fa8,2025-11-11 11:26:00-05:00,2025-11-11 11:26:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.1900219726563,622.3060720825194,622.3060720825194,609.9218716430667,121.0,0.0,0.02,-377.0420632934449,2000.0,-0.18852103164672246,2,-0.3770420632934449,-1.8842722784423316,loss,SL
dc570387-d2c7-4881-844f-0db8fe442222,2025-11-11 11:19:00-05:00,2025-11-11 11:19:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.4201245117188,622.5373251342772,622.5373251342772,610.1485226440433,121.0,0.0,0.02,-377.181275329575,2000.0,-0.18859063766478748,2,-0.37718127532957496,-2.2614535537719065,loss,SL
409f4c01-4cb3-43d4-85cd-9b2b53007cb4,2025-11-11 11:20:00-05:00,2025-11-11 11:20:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.469990234375,622.5874401855468,622.5874401855468,610.1976403808595,121.0,0.0,0.02,-377.2114440917886,2000.0,-0.18860572204589432,2,-0.37721144409178864,-2.638664997863695,loss,SL
90c6bc70-e484-437c-b087-cb0b3d7110e4,2025-11-11 11:25:00-05:00,2025-11-11 11:25:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.5299877929688,622.6477377319335,622.6477377319335,610.2567379760745,121.0,0.0,0.02,-377.24774261473124,2000.0,-0.18862387130736563,2,-0.37724774261473126,-3.0159127404784263,loss,SL
2fe925bc-5124-4f6c-a68a-8d35c7db70d3,2025-11-11 11:21:00-05:00,2025-11-11 11:21:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.6399731445313,622.7582730102538,622.7582730102538,610.3650735473636,121.0,0.0,0.02,-377.3142837524249,2000.0,-0.18865714187621244,2,-0.3773142837524249,-3.393227024230851,loss,SL
b5485c1d-c1e2-49f5-b539-9b556ea3c341,2025-11-11 11:22:00-05:00,2025-11-11 11:22:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,619.7699780273438,622.8889279174804,622.8889279174804,610.4931283569339,121.0,0.0,0.02,-377.3929367065292,2000.0,-0.18869646835326462,2,-0.37739293670652924,-3.7706199609373803,loss,SL
64cbce87-c838-4a02-9843-4d38fb066502,2025-11-11 11:23:00-05:00,2025-11-11 11:23:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,620.1200146484375,623.2407147216796,623.2407147216796,610.8379144287111,120.0,0.0,0.02,-374.4840087890543,2000.0,-0.18724200439452715,2,-0.3744840087890543,-4.145103969726435,loss,SL
ad6ab3bc-aa40-4373-aa19-e1b9f011b932,2025-11-11 11:24:00-05:00,2025-11-11 11:24:00-05:00,2025-11-11,2025-11,QQQ,News_Fade,SHORT,DAILY,A,620.00001953125,623.1201196289062,623.1201196289062,610.7197192382814,120.0,0.0,0.02,-374.41201171874127,2000.0,-0.18720600585937064,2,-0.3744120117187413,-4.519515981445176,loss,SL
9bc15704-bd0b-4466-9d03-a7276bdda529,2025-11-10 15:28:00-05:00,2025-11-10 15:28:00-05:00,2025-11-10,2025-11,SPY,News_Fade,SHORT,DAILY,A,681.3299755859375,684.7567254638672,684.7567254638672,671.1297259521485,110.0,0.0,0.02,-376.9424865722601,2000.0,-0.18847124328613007,2,-0.37694248657226015,-4.896458468017436,loss,SL
64add662-1e9c-47ff-816f-948a8b8a7013,2025-11-10 15:29:00-05:00,2025-11-10 15:29:00-05:00,2025-11-10,2025-11,SPY,News_Fade,SHORT,DAILY,A,681.2899975585938,684.7165475463867,684.7165475463867,671.090347595215,110.0,0.0,0.02,-376.92049865721856,2000.0,-0.18846024932860928,2,-0.37692049865721855,-5.273378966674655,loss,SL
8c1029f1-c989-4e6c-8e24-59ef9bf838f9,2025-11-10 15:25:00-05:00,2025-11-10 15:25:00-05:00,2025-11-10,2025-11,SPY,News_Fade,SHORT,DAILY,A,681.605,671.4006250000002,685.0331249999999,671.4006250000002,110.0,0.0,0.02,1122.481249999978,2000.0,0.561240624999989,2,1.122481249999978,-4.150897716674677,win,TP1
9312fe0a-3dc3-48e2-a9a3-200263d27026,2025-11-10 15:26:00-05:00,2025-11-10 15:26:00-05:00,2025-11-10,2025-11,SPY,News_Fade,SHORT,DAILY,A,681.62990234375,671.4251538085941,685.0581518554686,671.4251538085941,110.0,0.0,0.02,1122.5223388671475,2000.0,0.5612611694335737,2,1.1225223388671475,-3.0283753778075297,win,TP1
8a866234-35e2-4194-9d46-91089de51c2a,2025-11-10 15:27:00-05:00,2025-11-10 15:27:00-05:00,2025-11-10,2025-11,SPY,News_Fade,SHORT,DAILY,A,681.469990234375,671.2676403808597,684.8974401855468,671.2676403808597,110.0,0.0,0.02,1122.2584838866862,2000.0,0.5611292419433431,2,1.1222584838866863,-1.9061168939208435,win,TP1
76e9acb4-1dd5-42af-882b-fba5981d33e3,2025-11-14 09:33:00-05:00,2025-11-14 09:33:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,663.4549975585937,668.4107600402833,660.1178225708007,668.4107600402833,108.0,0.0,0.02,535.2223480224757,1000.0,0.5352223480224757,2,0.5352223480224757,-1.3708945458983677,win,TP1
6ca12f6f-1136-4393-9a2d-e35fb46b2918,2025-11-14 09:32:00-05:00,2025-11-14 09:32:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,663.6000170898437,668.5568672180175,660.2621170043946,668.5568672180175,108.0,0.0,0.02,535.3398138427656,1000.0,0.5353398138427656,2,0.5353398138427656,-0.835554732055602,win,TP1
8c3b772b-259d-40c1-b87e-1c13d55366da,2025-11-14 09:34:00-05:00,2025-11-14 09:34:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,663.6299853515625,668.5870602416992,660.2919354248047,668.5870602416992,108.0,0.0,0.02,535.3640881347646,1000.0,0.5353640881347647,2,0.5353640881347647,-0.3001906439208374,win,TP1
413ed44e-2484-4d67-821d-afe7cc4e84c9,2025-11-14 09:31:00-05:00,2025-11-14 09:31:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,664.79001953125,669.7557946777345,661.4461694335937,669.7557946777345,108.0,0.0,0.02,536.3037158203233,1000.0,0.5363037158203233,2,0.5363037158203233,0.23611307189948594,win,TP1
8b6d9238-a2e7-4f56-8271-904066ef5aa1,2025-11-14 09:35:00-05:00,2025-11-14 09:35:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,664.6399951171875,669.6046450805663,661.2968951416016,669.6046450805663,108.0,0.0,0.02,536.182196044917,1000.0,0.536182196044917,2,0.536182196044917,0.772295267944403,win,TP1
4364bcb7-8185-4558-a6a6-41a63b946562,2025-11-14 09:30:00-05:00,2025-11-14 09:30:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,664.9000048828125,669.8666049194337,661.5556048583984,669.8666049194337,108.0,0.0,0.02,536.3928039550929,1000.0,0.5363928039550928,2,0.5363928039550928,1.3086880718994958,win,TP1
497aad16-0cf7-4870-8972-c6228b9c45b7,2025-11-14 09:36:00-05:00,2025-11-14 09:36:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,665.4444995117187,670.4151832580566,662.0973770141602,670.4151832580566,108.0,0.0,0.02,536.8338446044868,1000.0,0.5368338446044868,2,0.5368338446044868,1.8455219165039827,win,TP1
1dbca3df-228a-4007-864c-fa75120a53a9,2025-11-14 09:37:00-05:00,2025-11-14 09:37:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,665.5900073242187,670.5617823791504,662.2421572875977,670.5617823791504,108.0,0.0,0.02,536.9517059326172,1000.0,0.5369517059326172,2,0.5369517059326172,2.3824736224366,win,TP1
51c1daa2-637b-4d41-9d51-315c619be542,2025-11-14 09:40:00-05:00,2025-11-14 09:40:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,665.739970703125,670.7128704833983,662.3913708496094,670.7128704833983,108.0,0.0,0.02,537.0731762695204,1000.0,0.5370731762695204,2,0.5370731762695204,2.9195467987061203,win,TP1
45670187-2826-438c-9c51-17d357fa07a3,2025-11-14 09:39:00-05:00,2025-11-14 09:39:00-05:00,2025-11-14,2025-11,SPY,Session_Open_Scalp,LONG,SCALP,A,665.99998046875,670.9748303222657,662.6500805664062,670.9748303222657,108.0,0.0,0.02,537.2837841796963,1000.0,0.5372837841796964,2,0.5372837841796964,3.4568305828858166,win,TP1
